bin,stage,method,1_completeness_arc,1_contamination_arc,1_completeness_bac,1_contamination_bac,2_completeness,2_contamination,2_num_markers,3_completeness,3_contamination,coding_density,knn_score,taxonomy,taxonomy_level,notes
s5__SP15_S89,3,markers + neural network,0.49275362,0.18115942,0.9907407,0.17592593,0.992127449281754,0.2351839619298135,868.0,0.980637554961939,0.20204509720043795,0.0018477552718077451,0.6003729,Streptococcus,genus,
s5__spades_VRE2943_S1_L001,2,markers,0.442029,0.19565217,0.8888889,0.3148148,0.8888714749559259,0.3354521622106745,1099.0,0.8429090375849568,0.28481743619802635,0.0022065988248567703,0.46322083,Enterococcus faecium,species,
s1__spades_ESBL8341_S10_L001,3,markers + neural network,0.5072464,0.08695652,1.0,0.009259259,1.0,0.0061135709512616185,1839.0,1.0,0.0,0.0013738056123715364,0.8159557,Enterobacter,genus,
s8__SP151_S32,3,markers + neural network,0.3188406,0.11594203,0.5833333,0.09259259,0.6750096163810193,0.21230755270283666,867.0,0.6218011534061368,0.25177933720736484,0.003066907829460625,0.42899635,Streptococcus,genus,
s3__spades_ESBL5786_S5_L001,2,markers,0.4057971,0.17391305,0.787037,0.23148148,0.8398526502471256,0.34043486333602074,1783.0,0.7550646121486566,0.29418605185300994,0.0027464479737852603,0.4258741,Escherichia coli,species,
s5__spades_ESBL9251_S1_L001,3,markers + neural network,0.5217391,0.19565217,0.9907407,0.12037037,0.9843211833627574,0.19609126218898495,1894.0,0.9797432266140693,0.19877731141332583,0.001687976362063464,0.6089885,Klebsiella pneumoniae,species,
s4__spades_ESBL5613_S5_L001,3,markers + neural network,0.5072464,0.22463769,1.0,0.21296297,0.9817661510708375,0.28687101469020493,1964.0,0.9726453052045403,0.2538277550028473,0.001951386461027733,0.5547873,Escherichia coli,species,
s9__SP79_S62,3,markers + neural network,0.48550725,0.14492753,0.9722222,0.16666667,0.980941162109375,0.2574565932329963,850.0,0.9667487545008744,0.2155219050151378,0.001892715895402262,0.58849055,Streptococcus,genus,
s7__SP153_S34,2,markers,0.39855072,0.123188406,0.8425926,0.28703704,0.8890930946604119,0.35041183664385406,871.0,0.8480268651453569,0.27435521429655324,0.002607341213715888,0.4709339,Streptococcus,genus,
s7__SP84_S67,3,markers + neural network,0.3478261,0.123188406,0.6574074,0.1388889,0.6710271749410543,0.22015765765765766,888.0,0.6286331461794126,0.24543532362686088,0.003011222664589464,0.42046475,Streptococcus,genus,
s3__SP59_S47,2,markers,0.48550725,0.24637681,0.9259259,0.32407406,0.9504431928513367,0.3598899179800397,865.0,0.9250539984124436,0.26273670318172165,0.0022253853046751092,0.5063596,Streptococcus,genus,
s9__SP40_S27,2,markers,0.46376812,0.2826087,0.8796296,0.28703704,0.9278798502977899,0.37479632757561354,871.0,0.8888383965581907,0.27461317194388624,0.002319341959807412,0.47502074,Streptococcus,genus,
s8__SP27_S15,3,markers + neural network,0.48550725,0.1884058,0.9907407,0.2037037,0.9781615796202576,0.27451956069617955,883.0,0.9632196965207163,0.22775640574781245,0.002004866408323714,0.5692594,Streptococcus,genus,
s5__SP1_S85,3,markers + neural network,0.3043478,0.11594203,0.5833333,0.10185185,0.6194932011832968,0.16535226922286184,855.0,0.6009510103993064,0.21900649300159283,0.002977093518822975,0.42235577,Streptococcus,genus,
s8__spades_VRE3342_S6_L001,3,markers + neural network,0.5,0.13768116,0.9907407,0.12037037,0.9941117332491812,0.18324013256089655,1145.0,0.9905256787522487,0.16313497460735157,0.0015685051883447788,0.6273939,Enterococcus faecium,species,
s0__spades_MRSA7129_S1_L001,3,markers + neural network,0.3768116,0.13043478,0.7777778,0.14814815,0.7865028381347656,0.28817544981490734,1376.0,0.669953516026512,0.29654743473405354,0.0026142728650805436,0.46883148,Staphylococcus,genus,
s5__spades_ESBL6620_S4_L001,2,markers,0.41304347,0.16666667,0.712963,0.2037037,0.8227947253243859,0.32706663813845416,1893.0,0.733251431679786,0.29464481647597307,0.0028288076996299608,0.43236506,Klebsiella pneumoniae,species,
s6__spades_ESBL8159_S1_L001,2,markers,0.47826087,0.19565217,0.962963,0.22222222,0.9637157721435293,0.34255157502393235,1926.0,0.9455993267970324,0.26916331618670225,0.002141884468699921,0.4968815,Escherichia coli,species,
s6__spades_And6100_S3_L001,2,markers,0.3768116,0.22463769,0.7037037,0.21296297,0.7599544648732789,0.3106266623181864,1852.0,0.65583655188085,0.30590169542777623,0.0029818376971626225,0.4001305,Klebsiella pneumoniae,species,
s4__spades_And8381_S10_L001,3,markers + neural network,0.5217391,0.0942029,1.0,0.0,1.0,0.003753865229619014,1925.0,1.0,0.005262195020620829,0.0013769710821515105,0.83528125,Klebsiella pneumoniae,species,
s0__SP97_S78,3,markers + neural network,0.48550725,0.1884058,1.0,0.2037037,0.9763681124874426,0.23765695355105482,871.0,0.9599092636012361,0.19878573858760124,0.0018551658031280055,0.59602773,Streptococcus,genus,
s0__spades_MRSA7286_S4_L001,3,markers + neural network,0.49275362,0.0942029,0.9907407,0.10185185,0.9948366516824452,0.07157708129464477,1459.0,0.9923523378534478,0.06283231411129415,0.0013828888828351159,0.80892634,Staphylococcus aureus,species,
s4__spades_ESBL7534_S10_L001,2,markers,0.5,0.22463769,0.9537037,0.22222222,0.9664390848242385,0.32224909080359393,1986.0,0.9534071998177727,0.2721554006313856,0.0021403935216980675,0.532914,Escherichia coli,species,
s2__spades_VRE2392_S22_L001,3,markers + neural network,0.48550725,0.1594203,0.9537037,0.17592593,0.968108946860196,0.2760693454003149,1161.0,0.9510610398711427,0.24753875482143475,0.0018464108669227644,0.5566789,Enterococcus faecium,species,
s5__SP162_S43,2,markers,0.44927537,0.22463769,0.8333333,0.22222222,0.9183179442234303,0.3790377427905386,868.0,0.8791601074104791,0.27724573307821515,0.0024447450308841463,0.48388183,Streptococcus,genus,
s3__spades_VRE2941_S2_L001,2,markers,0.45652175,0.1594203,0.9537037,0.17592593,0.9243470063824392,0.3210943994272712,1109.0,0.8941841454140125,0.2782077422178337,0.0020546297914830606,0.4916392,Enterococcus faecium,species,
s1__SP21_S92,2,markers,0.42753622,0.1521739,0.8425926,0.19444445,0.881914400767131,0.3583333210772779,830.0,0.8216894779747069,0.2956958211940007,0.002468295606332245,0.46322033,Streptococcus,genus,
s6__spades_ESBL6620_S4_L001,3,markers + neural network,0.36956522,0.10869565,0.5555556,0.11111111,0.6347323215848677,0.17412731756313213,1928.0,0.6115742597248788,0.2356480459471316,0.0031552900006166034,0.3920362,Klebsiella pneumoniae,species,
s7__spades_MRSA7286_S4_L001,2,markers,0.45652175,0.19565217,0.8981481,0.2962963,0.9260759805895619,0.4283860039465206,1455.0,0.8881356118341395,0.29700002359809885,0.0022535629356062476,0.49621695,Staphylococcus aureus,species,
s3__spades_ESBL7424_S8_L001,3,markers + neural network,0.5072464,0.08695652,1.0,0.055555556,0.9980427974947808,0.07964531215596049,1916.0,0.9991533102371568,0.059923848810853095,0.0015464448816220507,0.73147637,Escherichia coli,species,
s7__spades_ESBL7553_S11_L001,3,markers + neural network,0.5217391,0.123188406,1.0,0.06481481,0.9960488291204765,0.10561176420594817,1962.0,1.0,0.09708838069649102,0.0015246117101711443,0.7144568,Klebsiella pneumoniae,species,
